port_name,recipient,commitment_year,aiddata_tuff_project_id,recommended_for_aggregates,umbrella,financier_country,implementation_start_year,completion_year,title,description,status,intent,flow_type,concessional,flow_class,funding_agencies,cofinancing_agencies,receiving_agencies,implementing_agencies,accountable_agencies,amount_constant_usd2021,latitude,longitude,osm_link,precision_level
Macuse Port,Mozambique,2017,57644,No,No,China (People's Republic of),0,0,Chinese banks pledge financial support for Chitima-Moatize-Macuse Railway Corridor and Port Project,"In 2017, several Chinese banks including China Eximbank pledged to support the $2.3 billion Chitima-Moatize-Macuse Railway Corridor and Port Project. This project involves the construction of a 639 kilometer railway that will be used to transport coal from mines in Moatize to a floating coal terminal in Macuse. China Export & Credit Insurance Corporation (Sinosure) and Multilateral Investment Guarantee Agency were supposed to provide insurance. However, this project has not yet reached financial close. A project company and special purpose vehicle called Thai Mozambique Logistica, S.A (TML) has been created to oversee the design, financing and implementation of the project. TML is owned by Ital-Thai Development (ITD) of Thailand (60% equity stake), Caminhos de Ferro de Moçambique (20% equity stake) and the Corredor de Desenvolvimento Integrado do Zambeze (20% equity stake). In June 2017, China National Complete Engineering Corporation, a subsidiary of the China Machinery Engineering Corporation, also signed a construction contract to support the implementation of this project.",Pipeline: Pledge,Mixed,Vague TBD,Vague,OOF-like,Export-Import Bank of China,,"Thai Mozambique Logistica, S.A (TML)",China National Complete Engineering Corporation of China (CCEC),China Export & Credit Insurance Corporation (Sinosure)|Multilateral Investment Guarantee Agency,$0.00,-16.177041,33.8056171,,approximate location
Mangapwani Multipurpose Port,Tanzania,2013,30937,No,No,China (People's Republic of),0,0,China Eximbank pledges $200 million USD concessional loan for the Zanzibar New Port Project,"In March 2013, China Eximbank and the Government of Zanzibar signed a memorandum of understanding (MOU) for a potential $200 million USD concessional loan for the Zanzibar New Port Project (or Maruhubi Multipurpose Port Project or Mpiga Duri Port or Port of Malindi or 桑岛新港 or 桑新集散港). According to Moguldom Nation, the loan wielded a 25-year maturity and 5-year grace period. It is unclear whether the two sides ever signed a final financing agreement for this project. As of February 2018, the Government of Zanzibar was still negotiating with China Eximbank for this loan facility. In June 2019, the Daily News reported that Zanzibar's Minister of Infrastructure, Communication, and Transport said negotiations with China Exim Bank had stalled and therefore the Government of Tanzania would use its own funds to support this project. On the other hand, according to a 2019 report from the World Bank, construction was ongoing with financing from China Exim Bank. A November 2020 article from The Citizen suggests that Zanzibar was completely starting over on this project and a January 2021 article from the same source describes a similar multipurpose port project now being implementing with Oman. Therefore it is unclear whether a final financing agreement with China Eximbank was ever signed. In addition to $200 million of debt financing from China Eximbank, China Harbor Engineering Company (CHEC) signed an agreement pledging to provide another $30 million USD of equity financing on the condition that 13% of port shares will be lent back to CHEC after the completion of the project. CHEC signed the 36-month EPC contract on 21 February 2014. However, the project encountered various delays that had delayed implementation. The purpose of this project aims to boost trade by constructing a new harbor in the Maruhubi area of Zanzibar. The port of Zanzibar is managed, operated and developed by the Zanzibar Ports Corporation (ZPC), a parastatal organization regulated by the Zanzibar Maritime Authority (ZMA). With approximately 1.5 million passengers per year, Malindi has one of the busiest passenger terminals in the East African region. However, the port was severely congested and dated so the 2007 Zanzibar Transport Master Plan created the Zanzibar New Port Project to solve those issues. The completed port is to include 300 meters of docking space, 65 meters for land craft, modern handling equipment for up to 200,000 containers and 250,000 tons of loose cargo.",Pipeline: Pledge,Development,Loan (excluding debt rescheduling),Yes,ODA-like,Export-Import Bank of China,"China Harbour Engineering Co., Ltd.",Government of Tanzania,"China Harbour Engineering Co., Ltd.|Zanzibar Ports Corporation (ZPC)",,"$225,607,310.40",-6.1674617,39.2485549,,approximate location
Moheli Port,Comoros,2015,57489,No,No,China (People's Republic of),0,0,China Eximbank pledges $149 million loan for Moheli Port Project,"In March 2015 the head of China Communication Construction Company (CCCC), Zhang Baozheng, signed construction contracts for the small domestic port on the island of Mohèli with Comorian Minister of Transport, Ms. Bahiat Massoundi. At the meeting, feasibility studies for the port construction project were presented. This project has three phases including the construction of a protective dyke, the quay that can accommodate boats with a tonnage of 5,000 tons and an administrative area that can handle the treatment of 3,000 tons of fish per year, and offer up to 1,000 direct and indirect jobs. The sides wanted financing to come from a China Eximbank loan of $149,000,000 for the project and planned to begin construction 6 months after the initial agreement and was expected to take 2 years for completion which would place completion around May 2017. One report indicates that 85% of the loan comes from China Exim while the other 15% comes directly from the contractor (Le blog Aimons les Comores de SAID IBRAHIM). A delegation, led by Ms. Bahiat Massoundi, visited China as part of the follow-up to negotiations on the financing mechanism for the Moheli port project in July 2015. The mission met with the president and vice-president of CCCC and Exim Bank-China deputy director in charge of the concessional lending division, Mr. Zhu Ying, in the presence of the Ambassador of the Comoros in Beijing, Mahamoud Aboud. Bahiat Massoundi requested the support of the President of the CCCC from the Exim Bank for the financing of the construction project of the port of Mwali. No evidence of the commitment of China Eximbank financing was discovered.According to a 2019 MOFCOM report, the port project, which is referred to as 莫埃利岛港口, is being financed by the European Union. A 2022 statement from the Social Safeguard Manager Soidridine Abderemane indicates that the World Bank, the French Development Agency, the African Development Bank, and the Islamic Bank, among others, are also contributing financially towards the port project.",Pipeline: Pledge,Development,Loan (excluding debt rescheduling),Vague,Vague (Official Finance),Export-Import Bank of China (China Eximbank),,Government of Comoros,"China Communications Construction Co., Ltd. (CCCC)",,"$167,219,059.90",-12.397487,43.696652,,approximate location
Mongla Port,Bangladesh,2016,52733,No,No,China (People's Republic of),0,0,China EXIM Bank pledges to provide $249 million for the modernization of the Mongla Port in Bangladesh in 2016,"During President Xi Jinping's 2016 state visit to Bangladesh from October 14-15, 2016, a Memorandum of Understanding was signed to finance the expansion and modernization of Mongla Port facilities. According to an October 2016 article from Asia News Network, the total estimated cost of the project was 550 million USD, of which China would provide 249 million USD through a soft loan. The remainder of the funding would be provided by the Government of Bangladesh. According to IJGlobal, China Exim Bank would provide a 350.7 million USD export credit facility for the project, and the Government of Bangladesh would provide 199.3 million USD of equity investment for the project. The transaction amount has been coded as 249 million USD, since this is the lowest figure reported. According to the October 2016 article from Asia News Network, China National Complete Engineering Corporation was selected to implement the project.The Mongla Port Authority website does not appear to include information related to Chinese financing or implementation of Mongla Port modernization, and the China National Complete Engineering Corporation website similarly does not seem to contain information related to this project. It is verified that CNCEC failed to acquire the funding and stopped communicating with the Bangladeshi side. On July 8, 2021, the government signed a MOU with China Civil Engineering Construction Company, who stated it would be able to fund the project. In 2023, it was announced that China had agreed to finance the port expansion and modernization project.",Pipeline: Pledge,Development,Loan (excluding debt rescheduling),Vague,Vague (Official Finance),Export-Import Bank of China (China Eximbank),,Mongla Port Authority,China National Complete Engineering Corporation of China (CCEC),,"$294,020,322.60",22.4900907,89.5919945,https://www.openstreetmap.org/way/245395959#map=15/22.4910/89.5919,precise
Myanmar Dry Dockyard,Myanmar,2001,63408,Yes,No,China (People's Republic of),2001,2005,Shandong Agricultural Industry & Commerce Group Corporation provides $25.45 million supplier credit for Dry Dockyard Construction Project in Myanmar,"In November 1999, Shandong Agricultural Industrial Group Co., Ltd. signed a contract with the Ministry of Communications of Myanmar for the Dry Dockyard Construction Project. This $167 million project was part of a broader upgrading of the 33 year Sinmalike dockyard by Myanmar Shipyards. According to various reports, Shandong Agricultural Industry & Commerce Group Corporation provided a $25.45 million supplier credit (loan) to the Government of Myanmar to support the project in 2001 (See: BurmaNet News; Burma Issues; p. 23 of 'Sino-Myanmar Economic Relations Since 1988').The project involved the construction of a 168-meter-long and 28-meter-wide dry dock — including 1 docking room, 2 docks, and 4 auxiliary workshops — in Kamayut Township within the city of Yangon. Upon completion, it was expected that the new 25 acre new dry dock would will have the capacity to dock up to 12,000 dead weight tons (DWT). A formal groundbreaking ceremony for the project took place on February 2, 2001. The project was completed in January 2005, and it was officially handed over to the local authorities on March 30, 2005.",Completion,Mixed,Loan (excluding debt rescheduling),Vague,OOF-like,Shandong Agricultural Industry and Commerce Group Corporation,,Government of Myanmar (Burma),Myanmar Shipyards|Shandong Agricultural Industry and Commerce Group Corporation,,"$63,994,986.18",16.8238215,96.1144202,https://www.openstreetmap.org/way/4368410,precise
Navotas Fish Port Complex,Philippines,2007,63948,No,No,China (People's Republic of),0,0,China Eximbank pledges preferential buyer’s credit for Navotas Port Complex Rehabilitation Project,"The Navotas Fish Port Complex (NFPC), the premier fishing port and fish market complex of the PFDA, was constructed in August 1976 through a loan from the Asian Development Bank (ADB). In April 2003, the Department of Agriculture (DA) of the Philippines endorsed to NEDA the proposal of the Philippine Fisheries Development Authority (PFDA) for the preparation of a feasibility study to rehabilitate the NFPC under the grant assistance of the Korea International Cooperation Agency (KOICA). However, it was not considered by KOICA. The proposed feasibility study was pursued in January 2007 through a grant from the People’s Republic of China (PRC). The feasibility study was then submitted to NEDA for approval by the Investment Coordination Committee (ICC) under a preferential buyer’s credit (PBC) from China Eximbank. The Government of the Philippines was reportedly seeking a $92.72 million PBC (to cover 95% of the estimated commercial contract cost, with the Philippines supplying the remaining 5%), with a 20-year maturity period, 5-year grace period, and a 3% interest rate {{see pg.1-7 of Source ID#96675}}.Also, on January 16, 2007, the PRC Government and the Government of the Philippines signed a Memorandum of Agreement on the Construction of Ship Yard, Establishment of a Cold Storage Facility, and Upgrading/Rehabilitation of Certain Facilities at the Navotas Fish Port Complex (NFPC). The project would have involved the upgrading of the landing quay, market halls, piers, parking areas, drainage system, and breakwater; the construction of a wharf landing; the dredging of the harbor basin; the provision of an area for ship repair and other agri-fishery enterprises; and the construction of new facilities such as a cold storage system, conveyors, fish sorting areas, and a waste-water treatment plant. The time table for completion of the project was 9 months for design/environmental study and 33 months for construction. The China Projects Oversight Panel (CPOP) issued a clearance for the project on July 3, 2009. However, since projects proposed for Chinese Government funding were put on hold at the time, the ICC approval of the Navotas Port Complex Rehabilitation Project had expired. As of August 2012, the Philippine Government was 'no longer going for a loan from China to fund the P2.7-billion rehabilitation of the Navotas Fish Port Complex' (See: 'PHL decides not to tap Chinese funds for infra projects'). It appears as if as of 2018 the Philippines has decided to fund the project internally (See: 'Govt allots P225M to Navotas fishport,' and 'House panel okays modernization of Navotas Fish Port Complex').",Pipeline: Pledge,Mixed,Loan (excluding debt rescheduling),Yes,OOF-like,Export-Import Bank of China (China Eximbank),,Government of the Philippines,,,"$166,827,793.60",14.6421519,120.95083,https://www.openstreetmap.org/way/149881949,precise
Ngardmau Port,Palau,2009,65153,No,No,China (People's Republic of),0,0,CSYIC offers $40 million loan for Ngardmau Port Development Project,"On August 5, 2009, the Shenyang International, Economic & Technical Cooperation Corporation City Government (CSYIC) agreed in principle to issue a $40 million loan to the Government of Palau. The proceeds of the loan were to be used by the borrower to develop Ngardmau port into an international commercial port. The representative from CSYIC, Mr. Narciso D. Cauguiran Jr., was accompanied by a delegation from Truk Pacifica Development Corporation, which was prepared to conduct a $100,000 feasibility study for this project. On September 13, 2010, the Palau Senate voted to approve $100,000 for a project feasibility study in order to secure the $40 million loan. On April 16, 2010, it was reported that the same company, CSYIC, was prospecting for oil in Palau, and the alleged deal for the Ngardmau Free Trade Zone was based on a 'false rumor'. On July 20, 2011, it was reported that the deal fell through after Palau took in Uighur refugees against China's wishes.",Pipeline: Pledge,Mixed,Loan (excluding debt rescheduling),Vague,OOF-like,"China Shenyang International Economic & Technical Cooperation Co,. Ltd. (CSYIC)",,Government of Palau,Truk Pacifica Development Corporation,,"$60,080,401.93",7.6092381,134.561738,,approximate location
North Abaco Port,Bahamas,2012,39740,Yes,No,China (People's Republic of),2014,2018,China Eximbank provides RMB 257.2 million loan for the North Abaco Port & Little Abaco Bridge Project (Linked to Project ID#39640),"In February 2012, China Eximbank and the Government of the Bahamas signed a government concessional loan (GCL) agreement worth RMB 260 million for the North Abaco Port & Little Abaco Bridge Project. The face value of the loan was later revised to RMB 257.2 million. The borrowing terms of the loan were as follows: a 20 year maturity, a 5 year grace period, and a 2% interest rate. The loan’s final maturity date is September 2032. This loan supported two subsidiary projects: the construction of North Abaco Port (estimated cost: $33.4 million) and the construction of Little Abaco Bridge Project (estimated cost: $6.5 million). The first loan disbursement took place in August 2013. The total amount outstanding under the loan agreements that the Government of Bahamas and China Eximbank have signed (as captured via Project ID#39719 and Project ID#39740) is $46.1 million as of December 31, 2012, $67.1 million as of December 31, 2013, $70.7 million as of December 31, 2014, $72.4 million as of December 31, 2015, $80.8 million as of December 31, 2016, $82.8 million as of June 30, 2017, $65.2 million as of September 30, 2021, $62.9 million as of March 31, 2022, and $53.1 million as of September 30, 2022.  The construction of North Abaco Port — located at Conch Rock Creek, two miles north of Coopers Town in North Abaco — was intended to provide an alternative to existing facilities in Marsh Harbour and also facilitate proposed developments in Abaco and on the cays north of Treasure Cay. The construction of Little Abaco Bridge (locational coordinates: 26.9020°, -77.5802° WGS84) was designed to have an opening of 150 feet to allow water flow and restore tidal flow between the two islands — Little Abaco and Great Abaco — to revive and permit fish migrations and allow small pleasure crafts as well as small fishing vessels to go between the north and sides of Abaco without having to go the long way around by sea. China Harbour Engineering Company (CHEC) was the contractor responsible for implementation.  Construction was originally scheduled to start in September 2013, but it ultimately started on June 25, 2014. The delay was the result of environmental concerns that were raised about the project. The project was originally scheduled to reach completion by 2016. However, it was ultimately completed on May 31, 2018.",Completion,Mixed,Loan (excluding debt rescheduling),Yes,OOF-like,Export-Import Bank of China (China Eximbank),,Government of the Bahamas,"China Harbour Engineering Co., Ltd.",,"$47,868,495.62",26.8901924,-77.534778,,approximate location
Nouakchott Industrial Fishing Port,Mauritania,2019,67459,Yes,No,China (People's Republic of),0,0,China Eximbank provides RMB 586 million government concessional loan for Industrial Fishing Port Project (Linked to Project ID#57090),"On February 28, 2018, the Chinese Government and the Government of Mauritania signed a preferential loan framework agreement for the Industrial Fishing Port Project. Then, on July 15, 2019, China Eximbank and the Government of Mauritania signed an RMB 586 million ($87 million) government concessional loan (GCL) agreement for the the Capital Fishing Port Project. The loan agreement was ratified by Mauritania’s Parliament on January 4, 2021. The borrowing terms of the GCL are as follows: a 20 year maturity, a 5 year grace period, a 2% interest rate, a 0.25% management fee, and a 0.25% commitment fee. The proceeds of the GCL are to be used by the borrower to finance a commercial contract with China Road and Bridge Corporation (CRBC). The purpose of the project is to construct a multifunctional, industrial fishing port — located 28 kilometers south of the capital city of Nouakchott (also known as PK28 or the pole point located 28 km from Nouakchott) — with the capacity to produce 400,000 tons of fish per year. The project involves the dredging of a basin ad channel, the construction of protective dykes on the north and south sides, the construction of landing quays, and the construction of auxiliary buildings. The project is expected to generate 2,300 jobs, including 1,500 jobs during the construction phase and 800 permanent jobs. As of February 2022, AidData had not yet identified any evidence of project implementation.",Pipeline: Commitment,Development,Loan (excluding debt rescheduling),Yes,ODA-like,Export-Import Bank of China (China Eximbank),,Government of Mauritania,China Road & Bridge Corporation (CRBC),,"$95,881,329.03",17.84625047,-16.0390045,,approximate location
Palawan Fish Port,Philippines,2004,34767,No,No,China (People's Republic of),0,0,CAMCE pledges $33 million supplier’s credit for Palawan Fish Port Construction Project,"In September 2004, Premiumware, a subsidiary of the state-owned Chinese Agricultural, Machinery and Engineering Corporation (CAMCE), agreed in principle to provide a $33 million supplier credit (loan) to the Philippine Department of Agriculture to develop a modern fish port with freezing and processing facilities in Palawan Province. The present status of this project is unknown.",Pipeline: Pledge,Commercial,Loan (excluding debt rescheduling),Vague,OOF-like,"Chinese Agricultural, Machinery and Engineering Corporation (CAMCE Corp.)",,Philippine Department of Agriculture (DA),,,"$75,162,520.02",9.2555766,120.784782,,approximate location
Panadura Fishery Harbour,Sri Lanka,2010,53805,Yes,No,China (People's Republic of),2010,2011,Chinese Government provides RMB 62.24 million grant for Panadura Fishing Harbor Extension Project (Linked to Project ID#33248),"On December 9, 2010, China Harbour Engineering officially began work on a Chinese Government grant-financed Panadura Fishing Harbor Extension Project in Sri Lanka at a cost of RMB 62.24 million $7.3 million). The purpose of this project was to extend the breakwater at Panadura Fishing Harbor by 200 meters. The project was expected to reach completion within 8 months, and it was ultimately completed on June 7, 2011. It was undertaken in response to the 2007 floods in Sri Lanka. Upon completion, fishermen around Colombo port who previously had to travel to Mutwal and Beruwala harbours to anchor their vessel could use the Panadura harbour as an intermediate harbour.",Completion,Development,Grant,Yes,ODA-like,China Ministry of Commerce,,Government of Sri Lanka,"China Harbour Engineering Co., Ltd.",,"$12,805,756.57",6.7123961,79.9074569,,approximate location
"Panadura, Beruwela, and Kudawela Fishing Harbors",Sri Lanka,2005,33248,Yes,No,China (People's Republic of),0,2007,"Chinese Government provides $18.2 million grant for post-tsunami reconstruction of Panadura, Beruwela and Kudawela fishing harbors","On February 21, 2005, Chinese Government and the Government of Sri Lanka signed a $18,207,786 grant agreement for the post-tsunami reconstruction of fishing harbors in Panadura, Beruwela and Kudawela (on the country’s western and southern coasts). Reconstruction efforts seem to begin around June 2005, but no specific date is found.China Harbour Engineering Company was the contractor responsible for project implementation. Construction began in 2005, and the project was completed on December 28, 2007.",Completion,Development,Grant,Yes,ODA-like,China Ministry of Commerce,,Government of Sri Lanka,"China Harbour Engineering Co., Ltd.|Government of Sri Lanka",,"$39,515,144.40",5.97747823,80.7338943,"https://www.openstreetmap.org/node/1794115819, https://www.openstreetmap.org/way/128601778, https://www.openstreetmap.org/relation/5925881","boundary not clear,precise,precise"
People's Liberation Army Support Base in Djibouti,Djibouti,2015,52909,No,No,China (People's Republic of),2016,2017,Chinese Government funds construction of PLA military base in Djibouti (Linked to Project ID#59375),"In June 2015, the Government of Djibouti and the Chinese Government signed an agreement on the establishment of military base in Djibouti. Construction of the heavily fortified naval base began in March 2016. On July 11, 2017, the People's Liberation Army Navy dispatched ships from the South Sea Fleet in Zhanjiang to open the base. Then, on August 1, 2017, the Chinese Government officially inaugurated the PLA Military Support Base in Djibouti. It is is 0.5 square kilometers (0.2 sq mi) in size and staffed by approximately 1,000-2,000 personnel, and has an underground space of 23,000 square meters. The base has a 400 meter runway with an air traffic control tower, as well as a large helicopter apron. The base also houses the PLA Support Base Hospital in Djibouti. The first live fire exercises were conducted on September 22, 2017. Then, around May 2018, the Chinese Government began constructing a large-scale pier (over 330 meters in length or 1,120 feet) at the base, and it appeared to be fully completed after 18 months from a satellite photo taken in December 2019. Satellite analysis also suggests that the Chinese Government may be building a second pier or quay as to increase the naval capacity of the base.The Chinese Government funded the construction of the facility; however, neither the monetary value nor the financial modality used to support this project are known. According to IMF, the agreement signed in June 2015 between the Government of Djibouti and the Chinese Government on the establishment of military base was expected to generate $20 million a year of revenue for the Government of Djibouti (via rental payments).The base is physically co-located with the Port of Doraleh (which was constructed with a $344 million China Eximbank loan, as captured via Project ID#59375) to the west of Djibouti City. To the south of the city are several other foreign military bases, including Camp Lemonnier (United States Navy), Base aerienne 188 (French Air Force), and the Japan Self-Defense Force Base Djibouti. The base is strategically situated by the Bab-el-Mandeb Strait, which separates the Gulf of Aden from the Red Sea and guards the approaches to the Suez Canal. The base is reportedly being used for intelligence collection, non-combat evacuation operations, peacekeeping operations support, anti-piracy and counterterrorism activities. Independent observers have also noted that the base will increase China's power projection in the Horn of Africa and the Indian Ocean, as well as the blue water capabilities of Chinese People's Liberation Army Navy (PLAN). The 1,120 foot pier is reported to be long enough to be able to fit the PLAN's two new aircraft carriers and other warships or at least four nuclear powered submarines.",Completion,Military,Vague TBD,Vague,Military,People's Liberation Army of China,,Government of Djibouti,People's Liberation Army of China,,"$22,445,511.39",11.5904509,43.0629128,https://www.openstreetmap.org/way/1065378330,precise
Phnom Penh Autonomous Port,Cambodia,2010,32053,Yes,No,China (People's Republic of),2011,2013,China Eximbank provides $27.45 million preferential buyer’s credit for Phnom Penh Port New Container Terminal Construction Project,"On November 4, 2010, China Eximbank and the Government of Cambodia signed a $27,452,416 preferential buyer’s credit (PBC) agreement for the Phnom Penh Port New Container Terminal Construction Project. The borrowing terms of the PBC were as follows: a 20-year maturity, a 7-year grace period, and a 2% interest rate. The proceeds of the PBC were used to partially finance an EPC contract with Shanghai Construction Group.The purpose of the project was to construct a new container terminal on the Mekong River in Kien Svay district (Khmer: ស្រុកកៀនស្វាយ) within Kandal province, about 21 kilometers south of the city of Phnom Penh. The terminal, which is connected to National Highway No. 1 (NR1), is 300 meters long and 22 meters wide. It has two berths for 5000-ton freighters. It was designed to deal with the surge of cargo received by the country’s main port in Phnom Penh, and handle 150,000 TEUs per year in the first stage of development (see the report published by MPWT).Construction was expected to start on June 20, 2011, and end on January 22, 2013. However, construction actually began on March 9, 2011. The terminal began operations on January 1, 2013, and an official inauguration ceremony for the new terminal was held on January 22, 2013.",Completion,Mixed,Loan (excluding debt rescheduling),Yes,OOF-like,Export-Import Bank of China (China Eximbank),,Government of Cambodia,Shanghai Construction Group General Co.,,"$38,233,719.22",11.476547,105.13891,https://www.openstreetmap.org/relation/12526370#map=16/11.4754/105.1404,precise
Pointe-Noire Mineral Port,Congo,2016,30501,No,No,China (People's Republic of),0,0,China Eximbank pledges 1.61 billion USD for the Pointe-Noire Mineral Port (Pointe-Noire New Port),"On February 20, 2016, China Road and Bridge Corporation and the Ministry of Spatial Planning and Major Projects signed a commercial contract for the Pointe-Noire New Port Project (also known as the Mineral Port at Pointe-Noire Project). In total, the estimated cost of the project is $2.3 billion. 70% to be financed by China Eximbank. Remaining 30% of the cost covered by the contractor and the borrower government. China Road and Bridge Corporation (CRBC) is the contractor. As of 2017, financing for the project has not been finalized. It is unclear if the construction of this port has been integrated into plans for the Pointe Noire Special Economic Zone framework agreement signed in 2018. This project is located at about 8km north of the Pointe Noire Old Port and the construction period is 54 months. Its construction content mainly includes 1 300,000dwt iron ore export pier (2 berths), 1 breakwater in the southern side of the port, 150,000dwt fertilizer berth, 2 50,000dwt multi-purpose berths, 4km-long 200,000dwt channel, 4.2km-long 50,000dwt channel, port area dump site with the total land area of about 1,175,000 square meters, marine reclamation land with an area of about 1,396,000 square meters and phase-I project with a total through capacity of 41.95 million ton per year. This project also covers the construction of the 19km-long highway to port and 29.6km-long railway to port.",Pipeline: Pledge,Development,Loan (excluding debt rescheduling),Vague,Vague (Official Finance),Export-Import Bank of China,,,China Road & Bridge Corporation (CRBC),,"$1,901,095,258.00",-4.7975373,11.8503297,,approximate location
Pointe-Noire Mineral Port,Congo,2016,59142,No,No,China (People's Republic of),0,0,China Road & Bridge Corporation finances Mineral Port at Pointe-Noire (linked to #30501),"On February 20, 2016 the China Road and Bridge Corporation(CRBC) and Congolese Minister of Land and Resources Engineering signed an agreement for the construction of an ore port in Pointe Noire. The project is called the Pointe-Noire New Port Project (also known as the Mineral Port at Pointe-Noire Project) (黑角矿业港项目). CRBC will cover 15% of the total cost, $345 million. China Eximbank will loan $1.61 billion to cover 70% of the cost, the contractor and the Congolese government will provide the remaining 15%. In total, the estimated cost of this project is $2.3 billion (see: '中国路桥公司与刚方签署黑角矿业港项目商务合同'). The contractor is CRBC. On March 29, 2013 China and the Republic of Congo signed cooperation agreements in Brazzaville, including construction a new port for mineral ore shipments at Pointe-Noire. In December 2015, during the Summit of the China-Africa Cooperation Forum, the company's chairman Wen Gang and Gangfang successfully signed the 'Congo (Brazzaville) Point Noire Mining Port Construction Project Cooperation Protocol' in Johannesburg.This project is located at about 8km north of the Pointe Noire Old Port and the construction period is 54 months. Its construction content mainly includes 1 300,000 dwt iron ore export pier (2 berths), 1 breakwater in the southern side of the port, 150,000 dwt fertilizer berth, 2 50,000 dwt multi-purpose berths, 4km-long 200,000 dwt channel, 4.2km-long 50,000 dwt channel, port area dump site with the total land area of about 1,175,000 square meters, marine reclamation land with an area of about 1,396,000 square meters and phase-I project with a total through capacity of 41.95 million ton per year. Besides, this project also covers the construction of the 19km-long highway to port and 29.6km-long railway to port (see: 'CRBC Signs the Business Contract for Pointe Noire New Port Project in Congo-Brazzaville').The project is linked to #30501, Eximbank's portion of the funding for the port.",Pipeline: Pledge,Development,Vague TBD,Vague,Vague (Official Finance),China Road & Bridge Corporation (CRBC),,Government of Republic of Congo,China Road & Bridge Corporation (CRBC),,"$407,377,555.40",-4.7975373,11.8503297,,approximate location
Port Luganville,Vanuatu,2014,37748,Yes,No,China (People's Republic of),2015,2017,China Eximbank provides RMB 541.9 million government concessional loan for Rehabilitation and Extension of Port Luganville Main Wharf Project,"On November 22, 2014, the Government of the People's Republic of China and the Government of the Republic of Vanuatu entered into a Framework Agreement on Provision of Government Interest-Subsidized Concessional Loans by China to the Republic of Vanuatu. On the same day (November 22, 2014), China Eximbank and the Government of the Republic of Vanuatu (represented by the Ministry of Finance and Economic Management) signed an RMB 541,900,000 government concessional loan (GCL) agreement [CHINA EXIMBANK GCL NO. 2014 (23) TOTAL NO. (526)] for the Vanuatu Rehabilitation and Extension of Port Luganville Main Wharf Project. The borrowing terms of the GCL were as follows: a 2% interest rate, a 20-year maturity, a 5-year grace period, a 0.25% management fee, and a 0.25% commitment fee. The borrower was to use the proceeds of the GCL to finance a commercial contract between the Ministry of Infrastructure and Utilities of the Republic of Vanuatu and Shanghai Construction Group (SCG) Co., Ltd, which was signed on December 24, 2013. The purpose of the project was to extend and rehabilitate the main wharf in Port Luganville. Prior to the implementation of the project, the main wharf — measuring 270 meters in length — could handle close to 100,000 tons of freight annually. However, it was insufficient for providing full service for all cargo served and tourist boat arrivals due to wharf berth space availability. In addition, new businesses that require the ability to transfer certain heavy cargo off large vessels and into trucks could not be served, due to the physical conditions of the wharf. A key objective of the project was to lengthen the existing wharf (east towards Samanson wharf) and thereby establish a berth with a total length of 361 meters. The main wharf at Port Luganville is accessible to existing tarsal roads and located around 1 kilometer from Luganville town. Copra, Cocoa, Kava, Coconut oil and coconut mills are the primary commodities received and shipped at the port, but it also provides specialty services on-demand to local business located within Sanma Province and other customers. Upon completion, the project was expected to give the main wharf in Port Luganville the capacity to dock two DWT freighters or 1 GT cruise. It was also expected to generate a 15% increase in outbound and inbound traffic. SCG was the contractor responsible for implementation. The originally expected project implementation period was June 2014-June 2017. A groundbreaking ceremony took place on February 9, 2015. However, construction did not begin until July 28, 2015. The final handover ceremony for the project was conducted on August 19, 2017, and the Luganville Wharf went into operation by the 2017. The project reportedly resulted in an increase of tourism and a boost to the local economy.",Completion,Development,Loan (excluding debt rescheduling),Yes,ODA-like,Export-Import Bank of China (China Eximbank),,Government of Vanuatu,Shanghai Construction Group General Co.|Vanuatu Ministry of Finance and Economic Management,,"$97,368,198.40",-15.514705,167.188523,https://www.openstreetmap.org/way/670770389,precise
